row	column	strain	r_c
17	15	R68	17 15
17	16	R68	17 16
18	15	R68	18 15
18	16	R68	18 16
17	17	R55	17 17
17	18	R55	17 18
18	17	R55	18 17
18	18	R55	18 18
17	19	MKPU130	17 19
17	20	MKPU130	17 20
18	19	MKPU130	18 19
18	20	MKPU130	18 20
17	21	R561	17 21
17	22	R561	17 22
18	21	R561	18 21
18	22	R561	18 22
17	23	N1122	17 23
17	24	N1122	17 24
18	23	N1122	18 23
18	24	N1122	18 24
17	25	N824	17 25
17	26	N824	17 26
18	25	N824	18 25
18	26	N824	18 26
17	27	N1104	17 27
17	28	N1104	17 28
18	27	N1104	18 27
18	28	N1104	18 28
17	29	R565	17 29
17	30	R565	17 30
18	29	R565	18 29
18	30	R565	18 30
17	31	N1015	17 31
17	32	N1015	17 32
18	31	N1015	18 31
18	32	N1015	18 32
17	33	R567	17 33
17	34	R567	17 34
18	33	R567	18 33
18	34	R567	18 34
17	35	N906	17 35
17	36	N906	17 36
18	35	N906	18 35
18	36	N906	18 36
17	37	R571	17 37
17	38	R571	17 38
18	37	R571	18 37
18	38	R571	18 38
17	39	MKPU131	17 39
17	40	MKPU131	17 40
18	39	MKPU131	18 39
18	40	MKPU131	18 40
17	41	R572	17 41
17	42	R572	17 42
18	41	R572	18 41
18	42	R572	18 42
17	43	N675	17 43
17	44	N675	17 44
18	43	N675	18 43
18	44	N675	18 44
17	45	R58	17 45
17	46	R58	17 46
18	45	R58	18 45
18	46	R58	18 46
17	47	N665	17 47
17	48	N665	17 48
18	47	N665	18 47
18	48	N665	18 48
19	1	RKPB117	19 1
19	2	RKPB117	19 2
20	1	RKPB117	20 1
20	2	RKPB117	20 2
19	3	MKPU135	19 3
19	4	MKPU135	19 4
20	3	MKPU135	20 3
20	4	MKPU135	20 4
19	5	RKPB118	19 5
19	6	RKPB118	19 6
20	5	RKPB118	20 5
20	6	RKPB118	20 6
19	7	JKPB619	19 7
19	8	JKPB619	19 8
20	7	JKPB619	20 7
20	8	JKPB619	20 8
19	9	RKPB119	19 9
19	10	RKPB119	19 10
20	9	RKPB119	20 9
20	10	RKPB119	20 10
19	11	MKPU047	19 11
19	12	MKPU047	19 12
20	11	MKPU047	20 11
20	12	MKPU047	20 12
19	13	RKPB120	19 13
19	14	RKPB120	19 14
20	13	RKPB120	20 13
20	14	RKPB120	20 14
19	15	RKPU087	19 15
19	16	RKPU087	19 16
20	15	RKPU087	20 15
20	16	RKPU087	20 16
19	17	RKPB121	19 17
19	18	RKPB121	19 18
20	17	RKPB121	20 17
20	18	RKPB121	20 18
19	19	HKPU002	19 19
19	20	HKPU002	19 20
20	19	HKPU002	20 19
20	20	HKPU002	20 20
19	21	RKPB122	19 21
19	22	RKPB122	19 22
20	21	RKPB122	20 21
20	22	RKPB122	20 22
19	23	MKPU122	19 23
19	24	MKPU122	19 24
20	23	MKPU122	20 23
20	24	MKPU122	20 24
19	25	RKPB124	19 25
19	26	RKPB124	19 26
20	25	RKPB124	20 25
20	26	RKPB124	20 26
19	27	MKPU126	19 27
19	28	MKPU126	19 28
20	27	MKPU126	20 27
20	28	MKPU126	20 28
19	29	RKPB123	19 29
19	30	RKPB123	19 30
20	29	RKPB123	20 29
20	30	RKPB123	20 30
19	31	MKPU127	19 31
19	32	MKPU127	19 32
20	31	MKPU127	20 31
20	32	MKPU127	20 32
19	33	RKPB106	19 33
19	34	RKPB106	19 34
20	33	RKPB106	20 33
20	34	RKPB106	20 34
19	35	DKPU074	19 35
19	36	DKPU074	19 36
20	35	DKPU074	20 35
20	36	DKPU074	20 36
19	37	RKPB107	19 37
19	38	RKPB107	19 38
20	37	RKPB107	20 37
20	38	RKPB107	20 38
19	39	DKPB001	19 39
19	40	DKPB001	19 40
20	39	DKPB001	20 39
20	40	DKPB001	20 40
19	41	RKPB108	19 41
19	42	RKPB108	19 42
20	41	RKPB108	20 41
20	42	RKPB108	20 42
19	43	RKPU185	19 43
19	44	RKPU185	19 44
20	43	RKPU185	20 43
20	44	RKPU185	20 44
19	45	RKPB109	19 45
19	46	RKPB109	19 46
20	45	RKPB109	20 45
20	46	RKPB109	20 46
19	47	MKP103	19 47
19	48	MKP103	19 48
20	47	MKP103	20 47
20	48	MKP103	20 48
21	1	R588	21 1
21	2	R588	21 2
22	1	R588	22 1
22	2	R588	22 2
21	3	N658	21 3
21	4	N658	21 4
22	3	N658	22 3
22	4	N658	22 4
21	5	R595	21 5
21	6	R595	21 6
22	5	R595	22 5
22	6	R595	22 6
21	7	HKPR019	21 7
21	8	HKPR019	21 8
22	7	HKPR019	22 7
22	8	HKPR019	22 8
21	9	R700	21 9
21	10	R700	21 10
22	9	R700	22 9
22	10	R700	22 10
21	11	HKPR021	21 11
21	12	HKPR021	21 12
22	11	HKPR021	22 11
22	12	HKPR021	22 12
21	13	R804	21 13
21	14	R804	21 14
22	13	R804	22 13
22	14	R804	22 14
21	15	Q38	21 15
21	16	Q38	21 16
22	15	Q38	22 15
22	16	Q38	22 16
21	17	Q136	21 17
21	18	Q136	21 18
22	17	Q136	22 17
22	18	Q136	22 18
21	19	HKPR022	21 19
21	20	HKPR022	21 20
22	19	HKPR022	22 19
22	20	HKPR022	22 20
21	21	S120	21 21
21	22	S120	21 22
22	21	S120	22 21
22	22	S120	22 22
21	23	HKPR023	21 23
21	24	HKPR023	21 24
22	23	HKPR023	22 23
22	24	HKPR023	22 24
21	25	S130	21 25
21	26	S130	21 26
22	25	S130	22 25
22	26	S130	22 26
21	27	HKPR024	21 27
21	28	HKPR024	21 28
22	27	HKPR024	22 27
22	28	HKPR024	22 28
21	29	S131	21 29
21	30	S131	21 30
22	29	S131	22 29
22	30	S131	22 30
21	31	Q213	21 31
21	32	Q213	21 32
22	31	Q213	22 31
22	32	Q213	22 32
21	33	S140	21 33
21	34	S140	21 34
22	33	S140	22 33
22	34	S140	22 34
21	35	MKPR281	21 35
21	36	MKPR281	21 36
22	35	MKPR281	22 35
22	36	MKPR281	22 36
21	37	S151	21 37
21	38	S151	21 38
22	37	S151	22 37
22	38	S151	22 38
21	39	H226	21 39
21	40	H226	21 40
22	39	H226	22 39
22	40	H226	22 40
21	41	S156	21 41
21	42	S156	21 42
22	41	S156	22 41
22	42	S156	22 42
21	43	H268	21 43
21	44	H268	21 44
22	43	H268	22 43
22	44	H268	22 44
21	45	S24	21 45
21	46	S24	21 46
22	45	S24	22 45
22	46	S24	22 46
21	47	H302	21 47
21	48	H302	21 48
22	47	H302	22 47
22	48	H302	22 48
23	1	RKPB110	23 1
23	2	RKPB110	23 2
24	1	RKPB110	24 1
24	2	RKPB110	24 2
23	3	25	23 3
23	4	25	23 4
24	3	25	24 3
24	4	25	24 4
23	5	RKPB111	23 5
23	6	RKPB111	23 6
24	5	RKPB111	24 5
24	6	RKPB111	24 6
23	7	RKPR012	23 7
23	8	RKPR012	23 8
24	7	RKPR012	24 7
24	8	RKPR012	24 8
23	9	RKPB112	23 9
23	10	RKPB112	23 10
24	9	RKPB112	24 9
24	10	RKPB112	24 10
23	11	DKPR004	23 11
23	12	DKPR004	23 12
24	11	DKPR004	24 11
24	12	DKPR004	24 12
23	13	RKPB113	23 13
23	14	RKPB113	23 14
24	13	RKPB113	24 13
24	14	RKPB113	24 14
23	15	DKPR005	23 15
23	16	DKPR005	23 16
24	15	DKPR005	24 15
24	16	DKPR005	24 16
23	17	RKPB115	23 17
23	18	RKPB115	23 18
24	17	RKPB115	24 17
24	18	RKPB115	24 18
23	19	DKPU021	23 19
23	20	DKPU021	23 20
24	19	DKPU021	24 19
24	20	DKPU021	24 20
23	21	RKPB410	23 21
23	22	RKPB410	23 22
24	21	RKPB410	24 21
24	22	RKPB410	24 22
23	23	HKPB11	23 23
23	24	HKPB11	23 24
24	23	HKPB11	24 23
24	24	HKPB11	24 24
23	25	RKPB411	23 25
23	26	RKPB411	23 26
24	25	RKPB411	24 25
24	26	RKPB411	24 26
23	27	HKPB58	23 27
23	28	HKPB58	23 28
24	27	HKPB58	24 27
24	28	HKPB58	24 28
23	29	RKPB412	23 29
23	30	RKPB412	23 30
24	29	RKPB412	24 29
24	30	RKPB412	24 30
23	31	HKPB59	23 31
23	32	HKPB59	23 32
24	31	HKPB59	24 31
24	32	HKPB59	24 32
23	33	RKPB413	23 33
23	34	RKPB413	23 34
24	33	RKPB413	24 33
24	34	RKPB413	24 34
23	35	MKPU143	23 35
23	36	MKPU143	23 36
24	35	MKPU143	24 35
24	36	MKPU143	24 36
23	37	RKPB414	23 37
23	38	RKPB414	23 38
24	37	RKPB414	24 37
24	38	RKPB414	24 38
23	39	RKPR009	23 39
23	40	RKPR009	23 40
24	39	RKPR009	24 39
24	40	RKPR009	24 40
23	41	MKP103	23 41
23	42	MKP103	23 42
24	41	MKP103	24 41
24	42	MKP103	24 42
23	43	MKPU139	23 43
23	44	MKPU139	23 44
24	43	MKPU139	24 43
24	44	MKPU139	24 44
23	45	RKPB416	23 45
23	46	RKPB416	23 46
24	45	RKPB416	24 45
24	46	RKPB416	24 46
23	47	MKPU142	23 47
23	48	MKPU142	23 48
24	47	MKPU142	24 47
24	48	MKPU142	24 48
25	1	TK3	25 1
25	2	TK3	25 2
26	1	TK3	26 1
26	2	TK3	26 2
25	3	MKPR280	25 3
25	4	MKPR280	25 4
26	3	MKPR280	26 3
26	4	MKPR280	26 4
25	5	MKPU278	25 5
25	6	MKPU278	25 6
26	5	MKPU278	26 5
26	6	MKPU278	26 6
25	7	MKPR283	25 7
25	8	MKPR283	25 8
26	7	MKPR283	26 7
26	8	MKPR283	26 8
25	9	T157	25 9
25	10	T157	25 10
26	9	T157	26 9
26	10	T157	26 10
25	11	S56	25 11
25	12	S56	25 12
26	11	S56	26 11
26	12	S56	26 12
25	13	T4	25 13
25	14	T4	25 14
26	13	T4	26 13
26	14	T4	26 14
25	15	S42	25 15
25	16	S42	25 16
26	15	S42	26 15
26	16	S42	26 16
25	17	T40	25 17
25	18	T40	25 18
26	17	T40	26 17
26	18	T40	26 18
25	19	S48	25 19
25	20	S48	25 20
26	19	S48	26 19
26	20	S48	26 20
25	21	TK102	25 21
25	22	TK102	25 22
26	21	TK102	26 21
26	22	TK102	26 22
25	23	S54	25 23
25	24	S54	25 24
26	23	S54	26 23
26	24	S54	26 24
25	25	TK115	25 25
25	26	TK115	25 26
26	25	TK115	26 25
26	26	TK115	26 26
25	27	S126	25 27
25	28	S126	25 28
26	27	S126	26 27
26	28	S126	26 28
25	29	TK122	25 29
25	30	TK122	25 30
26	29	TK122	26 29
26	30	TK122	26 30
25	31	S158	25 31
25	32	S158	25 32
26	31	S158	26 31
26	32	S158	26 32
25	33	TK35	25 33
25	34	TK35	25 34
26	33	TK35	26 33
26	34	TK35	26 34
25	35	N652	25 35
25	36	N652	25 36
26	35	N652	26 35
26	36	N652	26 36
25	37	TK88	25 37
25	38	TK88	25 38
26	37	TK88	26 37
26	38	TK88	26 38
25	39	N695	25 39
25	40	N695	25 40
26	39	N695	26 39
26	40	N695	26 40
25	41	TK93	25 41
25	42	TK93	25 42
26	41	TK93	26 41
26	42	TK93	26 42
25	43	N698	25 43
25	44	N698	25 44
26	43	N698	26 43
26	44	N698	26 44
25	45	DKPB006	25 45
25	46	DKPB006	25 46
26	45	DKPB006	26 45
26	46	DKPB006	26 46
25	47	N1119	25 47
25	48	N1119	25 48
26	47	N1119	26 47
26	48	N1119	26 48
27	1	RKPR124	27 1
27	2	RKPR124	27 2
28	1	RKPR124	28 1
28	2	RKPR124	28 2
27	3	RKPU061	27 3
27	4	RKPU061	27 4
28	3	RKPU061	28 3
28	4	RKPU061	28 4
27	5	RKPR125	27 5
27	6	RKPR125	27 6
28	5	RKPR125	28 5
28	6	RKPR125	28 6
27	7	MKPU111	27 7
27	8	MKPU111	27 8
28	7	MKPU111	28 7
28	8	MKPU111	28 8
27	9	RKPB327	27 9
27	10	RKPB327	27 10
28	9	RKPB327	28 9
28	10	RKPB327	28 10
27	11	MKPU101	27 11
27	12	MKPU101	27 12
28	11	MKPU101	28 11
28	12	MKPU101	28 12
27	13	MKP103	27 13
27	14	MKP103	27 14
28	13	MKP103	28 13
28	14	MKP103	28 14
27	15	MKPU102	27 15
27	16	MKPU102	27 16
28	15	MKPU102	28 15
28	16	MKPU102	28 16
27	17	RKPB401	27 17
27	18	RKPB401	27 18
28	17	RKPB401	28 17
28	18	RKPB401	28 18
27	19	RKPR071	27 19
27	20	RKPR071	27 20
28	19	RKPR071	28 19
28	20	RKPR071	28 20
27	21	RKPB403	27 21
27	22	RKPB403	27 22
28	21	RKPB403	28 21
28	22	RKPB403	28 22
27	23	HKPU109	27 23
27	24	HKPU109	27 24
28	23	HKPU109	28 23
28	24	HKPU109	28 24
27	25	RKPB404	27 25
27	26	RKPB404	27 26
28	25	RKPB404	28 25
28	26	RKPB404	28 26
27	27	RKPB521	27 27
27	28	RKPB521	27 28
28	27	RKPB521	28 27
28	28	RKPB521	28 28
27	29	RKPB406	27 29
27	30	RKPB406	27 30
28	29	RKPB406	28 29
28	30	RKPB406	28 30
27	31	RKPB522	27 31
27	32	RKPB522	27 32
28	31	RKPB522	28 31
28	32	RKPB522	28 32
27	33	RKPB407	27 33
27	34	RKPB407	27 34
28	33	RKPB407	28 33
28	34	RKPB407	28 34
27	35	HKPB401	27 35
27	36	HKPB401	27 36
28	35	HKPB401	28 35
28	36	HKPB401	28 36
27	37	RKPB408	27 37
27	38	RKPB408	27 38
28	37	RKPB408	28 37
28	38	RKPB408	28 38
27	39	JKPB622	27 39
27	40	JKPB622	27 40
28	39	JKPB622	28 39
28	40	JKPB622	28 40
27	41	RKPB409	27 41
27	42	RKPB409	27 42
28	41	RKPB409	28 41
28	42	RKPB409	28 42
27	43	RKPB523	27 43
27	44	RKPB523	27 44
28	43	RKPB523	28 43
28	44	RKPB523	28 44
27	45	RKPB318	27 45
27	46	RKPB318	27 46
28	45	RKPB318	28 45
28	46	RKPB318	28 46
27	47	R145	27 47
27	48	R145	27 48
28	47	R145	28 47
28	48	R145	28 48
29	1	JZ17	29 1
29	2	JZ17	29 2
30	1	JZ17	30 1
30	2	JZ17	30 2
29	3	R348	29 3
29	4	R348	29 4
30	3	R348	30 3
30	4	R348	30 4
29	5	M1382	29 5
29	6	M1382	29 6
30	5	M1382	30 5
30	6	M1382	30 6
29	7	R1160	29 7
29	8	R1160	29 8
30	7	R1160	30 7
30	8	R1160	30 8
29	9	DKPU051	29 9
29	10	DKPU051	29 10
30	9	DKPU051	30 9
30	10	DKPU051	30 10
29	11	R1296	29 11
29	12	R1296	29 12
30	11	R1296	30 11
30	12	R1296	30 12
29	13	MKPR016	29 13
29	14	MKPR016	29 14
30	13	MKPR016	30 13
30	14	MKPR016	30 14
29	15	TK9	29 15
29	16	TK9	29 16
30	15	TK9	30 15
30	16	TK9	30 16
29	17	M945	29 17
29	18	M945	29 18
30	17	M945	30 17
30	18	M945	30 18
29	19	TK119	29 19
29	20	TK119	29 20
30	19	TK119	30 19
30	20	TK119	30 20
29	21	R541	29 21
29	22	R541	29 22
30	21	R541	30 21
30	22	R541	30 22
29	23	MKPU282	29 23
29	24	MKPU282	29 24
30	23	MKPU282	30 23
30	24	MKPU282	30 24
29	25	R713	29 25
29	26	R713	29 26
30	25	R713	30 25
30	26	R713	30 26
29	27	HA-119	29 27
29	28	HA-119	29 28
30	27	HA-119	30 27
30	28	HA-119	30 28
29	29	HA70	29 29
29	30	HA70	29 30
30	29	HA70	30 29
30	30	HA70	30 30
29	31	HA-138	29 31
29	32	HA-138	29 32
30	31	HA-138	30 31
30	32	HA-138	30 32
29	33	J48	29 33
29	34	J48	29 34
30	33	J48	30 33
30	34	J48	30 34
29	35	GR-50	29 35
29	36	GR-50	29 36
30	35	GR-50	30 35
30	36	GR-50	30 36
29	37	N674	29 37
29	38	N674	29 38
30	37	N674	30 37
30	38	N674	30 38
29	39	B61	29 39
29	40	B61	29 40
30	39	B61	30 39
30	40	B61	30 40
29	41	N703	29 41
29	42	N703	29 42
30	41	N703	30 41
30	42	N703	30 42
29	43	J76	29 43
29	44	J76	29 44
30	43	J76	30 43
30	44	J76	30 44
29	45	N73	29 45
29	46	N73	29 46
30	45	N73	30 45
30	46	N73	30 46
29	47	JZ19	29 47
29	48	JZ19	29 48
30	47	JZ19	30 47
30	48	JZ19	30 48
31	1	RKPB319	31 1
31	2	RKPB319	31 2
32	1	RKPB319	32 1
32	2	RKPB319	32 2
31	3	JKPB629	31 3
31	4	JKPB629	31 4
32	3	JKPB629	32 3
32	4	JKPB629	32 4
31	5	RKPB320	31 5
31	6	RKPB320	31 6
32	5	RKPB320	32 5
32	6	RKPB320	32 6
31	7	JKPB632	31 7
31	8	JKPB632	31 8
32	7	JKPB632	32 7
32	8	JKPB632	32 8
31	9	RKPB321	31 9
31	10	RKPB321	31 10
32	9	RKPB321	32 9
32	10	RKPB321	32 10
31	11	RKPB524	31 11
31	12	RKPB524	31 12
32	11	RKPB524	32 11
32	12	RKPB524	32 12
31	13	RKPB322	31 13
31	14	RKPB322	31 14
32	13	RKPB322	32 13
32	14	RKPB322	32 14
31	15	R144	31 15
31	16	R144	31 16
32	15	R144	32 15
32	16	R144	32 16
31	17	RKPB323	31 17
31	18	RKPB323	31 18
32	17	RKPB323	32 17
32	18	RKPB323	32 18
31	19	JKPB644	31 19
31	20	JKPB644	31 20
32	19	JKPB644	32 19
32	20	JKPB644	32 20
31	21	RKPB324	31 21
31	22	RKPB324	31 22
32	21	RKPB324	32 21
32	22	RKPB324	32 22
31	23	MKPB011	31 23
31	24	MKPB011	31 24
32	23	MKPB011	32 23
32	24	MKPB011	32 24
31	25	RKPB325	31 25
31	26	RKPB325	31 26
32	25	RKPB325	32 25
32	26	RKPB325	32 26
31	27	MKPR005	31 27
31	28	MKPR005	31 28
32	27	MKPR005	32 27
32	28	MKPR005	32 28
31	29	RKPB326	31 29
31	30	RKPB326	31 30
32	29	RKPB326	32 29
32	30	RKPB326	32 30
31	31	MKPR006	31 31
31	32	MKPR006	31 32
32	31	MKPR006	32 31
32	32	MKPR006	32 32
31	33	RKPB309	31 33
31	34	RKPB309	31 34
32	33	RKPB309	32 33
32	34	RKPB309	32 34
31	35	MKPR008	31 35
31	36	MKPR008	31 36
32	35	MKPR008	32 35
32	36	MKPR008	32 36
31	37	RKPB310	31 37
31	38	RKPB310	31 38
32	37	RKPB310	32 37
32	38	RKPB310	32 38
31	39	MKPR009	31 39
31	40	MKPR009	31 40
32	39	MKPR009	32 39
32	40	MKPR009	32 40
31	41	RKPB311	31 41
31	42	RKPB311	31 42
32	41	RKPB311	32 41
32	42	RKPB311	32 42
31	43	MKPR010	31 43
31	44	MKPR010	31 44
32	43	MKPR010	32 43
32	44	MKPR010	32 44
31	45	RKPB312	31 45
31	46	RKPB312	31 46
32	45	RKPB312	32 45
32	46	RKPB312	32 46
31	47	MKPR011	31 47
31	48	MKPR011	31 48
32	47	MKPR011	32 47
32	48	MKPR011	32 48
